"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PV2A4ATE","journalArticle","2021","Zaki, Sayed A.; Zhu, Honglu; Fakih, Mohammed Al; Sayed, Ahmed Rabee; Yao, Jianxi","Deep-learning–based method for faults classification of PV system","IET Renewable Power Generation","","1752-1424","10.1049/rpg2.12016","https://onlinelibrary.wiley.com/doi/abs/10.1049/rpg2.12016","The installation of photovoltaic (PV) system, as a renewable energy source, has significantly increased. Therefore, fast and efficient fault detection and diagnosis technique is highly needed to prevent unpredicted power interruptions. This is obtained in this study in the following steps. First, an efficient meta-heuristic algorithm is proposed for extracting the optimal five parameters of the PV model in order to assist the MATLAB simulation model. It is used due to its simplicity and high efficiency in building the PV array simulation. Second, a new PV system deep-learning convolutional neural network (CNN) fault classification method is presented for the advantage of automatic feature extraction, which reduces the computational burden and increases the high classification capability. Finally, for the practical and theoretical validation of the employed CNN model, normal and six fault cases are selected based on different atmospheric conditions. At same time, three electrical indicators are analysed and accordingly chosen as inputs to the proposed classification model. Moreover, the proposed model is compared with other machine-learning models.","2021","2024-03-20 15:55:44","2025-06-01 10:15:09","2024-03-20 15:55:44","193-205","","1","15","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/rpg2.12016","<div data-schema-version=""9""><p>CNN for fault classification on photovoltaic data. Simple approach, good results but some confusion between similar faults</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/M8ZTV5J2/Zaki et al. - 2021 - Deep-learning–based method for faults classificati.pdf; ; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/3I5JGE8C/rpg2.html","notion://www.notion.so/Zaki-et-al-2021-bd80f2410c9646dca7334c68e48538d4","CNN; Deep Learning; Fault classification; Latent space; notion; Rplan: A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7IL3QLYD","journalArticle","2024","Amiri, Ahmed Faris; Kichou, Sofiane; Oudira, Houcine; Chouder, Aissa; Silvestre, Santiago","Fault Detection and Diagnosis of a Photovoltaic System Based on Deep Learning Using the Combination of a Convolutional Neural Network (CNN) and Bidirectional Gated Recurrent Unit (Bi-GRU)","Sustainability","","2071-1050","10.3390/su16031012","https://www.mdpi.com/2071-1050/16/3/1012","The meticulous monitoring and diagnosis of faults in photovoltaic (PV) systems enhances their reliability and facilitates a smooth transition to sustainable energy. This paper introduces a novel application of deep learning for fault detection and diagnosis in PV systems, employing a three-step approach. Firstly, a robust PV model is developed and fine-tuned using a heuristic optimization approach. Secondly, a comprehensive database is constructed, incorporating PV model data alongside monitored module temperature and solar irradiance for both healthy and faulty operation conditions. Lastly, fault classification utilizes features extracted from a combination consisting of a Convolutional Neural Network (CNN) and Bidirectional Gated Recurrent Unit (Bi-GRU). The amalgamation of parallel and sequential processing enables the neural network to leverage the strengths of both convolutional and recurrent layers concurrently, facilitating effective fault detection and diagnosis. The results affirm the proposed technique’s efficacy in detecting and classifying various PV fault types, such as open circuits, short circuits, and partial shading. Furthermore, this work underscores the significance of dividing fault detection and diagnosis into two distinct steps rather than employing deep learning neural networks to determine fault types directly.","2024-01-24","2024-03-20 15:53:44","2025-06-01 10:44:10","2024-03-20 15:53:44","1012","","3","16","","Sustainability","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Fault classification on PV data using 1DCNN + Bi-RNN (bidirectional to capture past and 'future' data). First CNN to extract features and then Bi-RNN to process them (then FC and softmax). Uses 2 models: 1 for binary classification (fault detected or not) and another for fault classification (among different fault types). Generates synthetic data</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/2HE9SHCW/Amiri et al. - 2024 - Fault Detection and Diagnosis of a Photovoltaic Sy.pdf; ","notion://www.notion.so/Amiri-et-al-2024-9f6a58f682d64f70ba388a7577977c10","Anomaly detection; Deep Learning; Ensemble; Fault classification; notion; PV system; SCADA data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QPCPB4VB","journalArticle","2020","Wang, Hui; Xu, Jiawen; Yan, Ruqiang; Sun, Chuang; Chen, Xuefeng","Intelligent Bearing Fault Diagnosis Using Multi-Head Attention-Based CNN","Procedia Manufacturing","","23519789","10.1016/j.promfg.2020.07.005","https://linkinghub.elsevier.com/retrieve/pii/S2351978920316577","Abstract Aibmstirnagctat automatic feature extraction and fault recognition of rolling bearings, a new data-driven intelligent fault diagnosis approach using mAiumltin-hgeatd aautteonmtiaotnicafnedatcuorneveoxlturtaioctnioalnnaenudraflanueltwreocrkog(nCiNtioNn) oisf prorollpinogsebde. aFriirnsgtlsy,,aa nsiemwpdleatsai-gdnraivl-eton-imntaeglleigsepnattifaalutlrtadnisafognrmosmiseatphpordoiascuhtiuliszinedg tmAoiumgltein-hegeratdeaa2utDteonmgtriaoatynicaimfnedagtcueorsnevweoixlttuhrtiainoctndioaiflnfneareenundrtaflhaneuealtlwthreoscrtkoagt(enCsiNtiforNon)moisfraprworollpbinoegsaerbidne.gaFrviirnisbgtrlsya,t,iaaonsiesmwigpndlealtssai,-gdanrnaidvl-etgone-nimnetraeagltleidgsepinmattaifagaleutslrtaadnreisafdoginrvmoisdmiesdeatprhaponrddooiascmuhltyiuliszninetdog tmroauiglntein-hegeradtdeataa2tDteangdtrioatynesaitmnindaggceodsnatvwao.iltuhStieincoondnaifdlflneyre,eunwrtaelhneaeadtlowthpotsrtktaht(eCsmNfruNol)tmii-shreapawrdopbaoetsaterindnt.giFonvirisbmtrlyaet,cihaoansnismisigmpnleatlossi,goanpnatdlim-tgoiez-niemertahagteedCspiNmaNtaiaglsettsrruaacnrtesufrdoeirvmaidnmdededtrheaovndedloispmulatyilnizneetwdo ctrooanignveionlegurtaidtoaenta2lDannegdtrwatyeosritkminmaggoeddsaetwlaf.iothSrienicnotdenilfdlfilegyre,ennwttebheeaaadrliotnhpgtsfttahutelstmdfruioalgtmin-horeasaiwsd. bNaeteatexrintn,tgitohnveibtmrraaeitcnihoinanngsisdigmantatloiss,ouapsntedidmgtieozneterrtahaitneednCeiNtmwNaogrsektsrpuaacrrteuamrdeievatiednrdesdodrfeavtnhedelodpmelsayigninneetwod CctroaNninNvionmlguotiddoaentlatloannaedctwctueorsratktienmlgyodrdeaeatlalif.zoeSrebicneotaenrlidlnilgye,fnawtuebltearedrcionopggtnftaihtuieoltnmd. uiFaligtnin-aholelsyais,d.thNaetetedxnti,atigtohnneostmtriaecicnphienarngfiosdrmamtaatnoisceoupsotefidmthtioezeptrrtaohipneonCseNtdwNboersaktrripunacgrtuadmrieaegatnenrodssiodsfefvtrhaeemlodepewsaoigrnkneewids vCcoeNrniNvfioemlduotoidonenldatiloffneaerctewcnuotrraskutebml-yodrdaeteallsifezotesr buinentaderleilnrigwefonartukblitenragercilnogagdnfsaituioolftn0d.~iFa3ignnhaoplls,yias,n.tdhNecedoxtim,agpthnaeroisttroiacninpeienxrpgfoedriammtaaeninsctesusoaerfedthatoelspotrracoiopnnondseutdcwtbeoderakwripintaghradomitahegetnerroCssNiosfNftrhamemodedewesloisgrknaneids bvCeNrairNfiinemgdofodanueldttiofdfieaarcgecnuotrsasiutseblm-yderatethaolsideztses. buEenxadpreienrrgiwmfoearnuktlitnrrgeescluolagtsdnsisthiooofnw0.~Ft3hinahatpltl,hyae,ntpdhrecodopimoasgpenadroisdtoiiacngpneeoxrspftoeicrimmmaeenntchtesooadrfectahanelspoacrcohopienovdseuedcetfbefdeeacwrtiinvtghe dobiteahagernrinoCgsNisfaNfuralmtmodediwaeglosnrokasnids wbveirathirfiinreegdlafotainvueldtliyfdfifeaergweneotrssCiusNbm-Ndeatmthaosdetses.l uEpnaxdrpaeemrriwemtoeernskt,inargensdluohlatasdsssshoofmw0e~tg3heahntpet,rhaaelnizpdartcoiopmonspaeabdriildsitoiyan.gTneoxhspeteircreicmmoegennthtistoiadornecaraanltseoacochfoibenevdaeurcientfegfdescwttaiitvtehes oubtnehadererirnCgwNofaNrkuilmnt goddilaoegalsndosasnoidsf 0wb~eiat3hrihnrpeglafltalivureltlaycdhfiaeogwvneeorrsCi9s9Nm%Ne.tmhodse.l Epaxrpaemriemteernst, arnesduhltasssshoomwe tgheantetrhaelizpartoipoonsaebdilditiya.gTnohsetircecmogenthitoidoncaranteacohf ibeevaerienfgfescttaitvees ubneadreirngwofarkuilnt gdilaogandossoisf 0w~it3hhrpelaltlivrelaychfeowveerrC99N%N. model parameters, and has some generalization ability. The recognition rate of bearing states under working loads of ©0~230h1p9aTllhreeAacuhthoovresr. 9P9u%bl.ished by Elsevier B.V.","2020","2024-03-27 09:58:43","2025-06-01 11:05:17","2024-03-27 09:58:43","112-118","","","49","","Procedia Manufacturing","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Fault classification of bearings vibration data using CNN + multihead attention. Preprocess vibration data by converting it to gray image (2D data) for CNN. Unclear results. Balanced data for healthy and different faulty states</p> </div>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/XAPEZ4LY/Wang et al. - 2020 - Intelligent Bearing Fault Diagnosis Using Multi-He.pdf","notion://www.notion.so/Wang-et-al-2020-04c49727a72b4860b53fb60cb5c38488","2D input; Attention; bearings; Deep Learning; Ensemble (CNN + Attention); Fault classification; notion; RPlan: A; SCADA data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJYVHJIT","journalArticle","2023","Zhang, Kai; Li, Zhixuan; Zheng, Qing; Ding, Guofu; Tang, Baoping; Zhao, Minghang","Fault Diagnosis With Bidirectional Guided Convolutional Neural Networks Under Noisy Labels","IEEE Sensors Journal","","1530-437X, 1558-1748, 2379-9153","10.1109/JSEN.2023.3289948","https://ieeexplore.ieee.org/document/10171174/","In recent years, supervised deep learning methods have proven to be feasible and advanced for fault diagnosis. They do, however, rely on large amounts of accurately labeled data. It is challenging to accurately label incipient or secondary fault signals in the presence of operational background noise, resulting in noisy labels. This study presents a bidirectional guidance method that enables deep networks to diagnose faults robustly with the ability to label noise tolerance. First, the proposed method uses discrete wavelet packet transform (DWPT) to preprocess vibration signals before feeding them into the deep convolutional network. Second, a bidirectional loss (BL) function is proposed to significantly improve the robustness of the model in the case of noisy labels. Third, a fast cosine decay (FCD) strategy of the learning rate is designed to further boost the recognition performance of the model under severe noisy labels. The proposed method is applied to testbed experiments and wind turbine fault diagnosis. The experimental results demonstrate that it outperforms other cutting-edge methods in fault diagnosis with severely noisy labels.","2023-08-15","2024-04-17 15:25:24","2025-05-30 14:10:33","2024-04-17 15:25:24","18810-18820","","16","23","","IEEE Sensors J.","","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","<p style=""margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica; color: #1f1f1f; -webkit-text-stroke: #1f1f1f; background-color: #ffffff;""><span style=""font-family: 'Helvetica'; font-weight: normal; font-style: normal; font-size: 12.00px; font-kerning: none;"">Fault diagnosis of turbine faults with noisy labels using CNN with vibration data and processed by discrete wavelet transform to 2D input. Uses bidirectional loss to increase robustness. Several adjustments to improve robustness that may lead to poor generalization</span></p>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/PUF63NVW/Zhang et al. - 2023 - Fault Diagnosis With Bidirectional Guided Convolut.pdf","notion://www.notion.so/Zhang-et-al-2023-637630533edd441f972915cd7bd22712","2D input; Anomaly detection; Classified; CNN; Data handling techniques; Deep Learning; Fault classification; notion; Processed data; Read; RPlan: A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7ZYCVKB","journalArticle","2023","Deng, Congying; Deng, Zihao; Lu, Sheng; He, Mingge; Miao, Jianguo; Peng, Ying","Fault Diagnosis Method for Imbalanced Data Based on Multi-Signal Fusion and Improved Deep Convolution Generative Adversarial Network","Sensors","","1424-8220","10.3390/s23052542","https://www.mdpi.com/1424-8220/23/5/2542","The realization of accurate fault diagnosis is crucial to ensure the normal operation of machines. At present, an intelligent fault diagnosis method based on deep learning has been widely applied in mechanical areas due to its strong ability of feature extraction and accurate identiﬁcation. However, it often depends on enough training samples. Generally, the model performance depends on sufﬁcient training samples. However, the fault data are always insufﬁcient in practical engineering as the mechanical equipment often works under normal conditions, resulting in imbalanced data. Deep learning-based models trained directly with the imbalanced data will greatly reduce the diagnosis accuracy. In this paper, a diagnosis method is proposed to address the imbalanced data problem and enhance the diagnosis accuracy. Firstly, signals from multiple sensors are processed by the wavelet transform to enhance data features, which are then squeezed and fused through pooling and splicing operations. Subsequently, improved adversarial networks are constructed to generate new samples for data augmentation. Finally, an improved residual network is constructed by introducing the convolutional block attention module for enhancing the diagnosis performance. The experiments containing two different types of bearing datasets are adopted to validate the effectiveness and superiority of the proposed method in single-class and multi-class data imbalance cases. The results show that the proposed method can generate high-quality synthetic samples and improve the diagnosis accuracy presenting great potential in imbalanced fault diagnosis.","2023-02-24","2024-04-17 15:24:49","2025-06-01 16:35:11","2024-04-17 15:24:49","2542","","5","23","","Sensors","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","<div data-schema-version=""8""><p><span style=""color: rgb(0, 0, 0)""><span style=""background-color: rgb(255, 255, 255)"">Fault diagnosis method that first preprocesses with a CWT to move from time series to images, then fuses all sensors signals with avg pooling and then trains a GAN to solve imbalance issue and finally performs fault classification using a CNN with attention module. Good architecture design. Data from bearings</span></span></p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/VAJYF3KL/Deng et al. - 2023 - Fault Diagnosis Method for Imbalanced Data Based o.pdf; ","notion://www.notion.so/Deng-et-al-2023-973e28527ec9415eae88863b1667717e","2D input; Attention; bearings; Classified; CNN; Data handling techniques; Deep Learning; Fault classification; GAN; Good task theory (DL); High rated; Latent space; notion; Processed data; Read; RPlan: A; t-SNE visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2483D5I","journalArticle","2023","An, Zining; Wu, Fan; Zhang, Cong; Ma, Jinhao; Sun, Bo; Tang, Bihua; Liu, Yuanan","Deep Learning-Based Composite Fault Diagnosis","IEEE Journal on Emerging and Selected Topics in Circuits and Systems","","2156-3357, 2156-3365","10.1109/JETCAS.2023.3262241","https://ieeexplore.ieee.org/document/10083040/","As the core component of many large machinery, rotating equipment occupies a high proportion in industrial manufacturing. Intelligent fault diagnosis for them is becoming the core focus of Industry 4.0 and its evolution. To address the problem of poor fault classification accuracy of rotating equipment, this paper proposes a new solution to deploy a composite fault diagnosis model at the front end to achieve low power consumption, continuous automatic identification and monitoring of equipment faults. We creatively combined the idea of speech recognition to solve the problem that traditional feature extraction methods are insufficient in handling composite fault diagnosis when dealing with fault waveform files, and used Fbank speech feature extraction idea to extract fault features, thus simplifying the complex fault diagnosis problem into an image classification problem. The generated composite fault Fbank feature data set is significantly different in visual observation. Therefore, we further designed the LeNet-F network based on the LeNet network for composite fault diagnosis. The model was validated on the K210 development board to achieve an accuracy of 97.41% for hybrid fault classification at a model size of 2.4MB. This makes it possible to apply the deep learning method to the front end to directly complete the composite fault diagnosis.","2023-06","2024-04-17 15:23:45","2025-05-30 14:13:04","2024-04-17 15:23:45","572-581","","2","13","","IEEE J. Emerg. Sel. Topics Circuits Syst.","","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","<p>14 fault classification using CNN on vibration data (after preprocessing frequency domain and mel filter). Composite faults.</p>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/93BFFH63/An et al. - 2023 - Deep Learning-Based Composite Fault Diagnosis.pdf; ","notion://www.notion.so/An-et-al-2023-6dfa0f257d064f00ab8b61147c1c79ea","1D input; Classified; CNN; Data handling techniques; Fault classification; Good task theory (DL); NN; notion; Processed data; Read; RPlan: A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQTNGU6D","journalArticle","2023","Cheng, Cheng; Liu, Xiaoyu; Zhou, Beitong; Yuan, Ye","Intelligent Fault Diagnosis With Noisy Labels via Semisupervised Learning on Industrial Time Series","IEEE Transactions on Industrial Informatics","","1551-3203, 1941-0050","10.1109/TII.2022.3229130","https://ieeexplore.ieee.org/document/10028769/","Deep neural networks (DNNs) excel at industrial fault diagnosis. Their performance heavily relies on the quality of human-annotated labels. Due to perception limitations of annotators, industrial time series samples (such as vibration and voltage signals) are frequently mislabeled in several conditions, such as samples with frequency domain feature differences and samples on class borders. Hence, an annotated industrial dataset will inevitably contain noisy labels at a certain level, leading to overﬁtting and poor generalization of DNNs. In this work, we introduce an industrial noisy label semisupervised learning (INL-SSL) fault diagnosis approach, addressing the problem that a certain number of samples in an industrial dataset are mislabeled. The proposed INL-SSL architecture simultaneously trains two DNNs, which cross-train on each other to ﬁlter noisy label errors. In particular, a ﬁtted Gaussian mixture model divides time series samples of each DNN ﬂow into an unlabeled set with samples likely to be noisy and a labeled set with samples likely to be clean. Given the labeled and unlabeled data, we proposed a time series MixMatch semisupervised learning strategy to train the diagnostic model. Ablation study veriﬁes the beneﬁt of the proposed time series augmentation techniques for semisupervised training. Extensive experiments on a benchmark industrial dataset of rolling element bearings (REB) reveal that the INL-SSL outperforms state-of-the-art approaches. On another self-collected REB dataset, the proposed approach also exceeds other comparison methods under noise ratios from 20% to 90%, validating the model’s generalizability.","2023-06","2024-04-17 15:13:46","2025-06-01 11:13:39","2024-04-17 15:13:46","7724-7732","","6","19","","IEEE Trans. Ind. Inf.","","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Fault classification with noisy labels by using GMM first (identify which measurements are highly likely to be mislabeled) and then 2 DNN that help each other to filter the noisy labels. This way improves diagnostic accuracy on 'correcting' training labels.</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/89KUNV3J/Cheng et al. - 2023 - Intelligent Fault Diagnosis With Noisy Labels via .pdf; ","notion://www.notion.so/Cheng-et-al-2023-009e32f60e4b4a5e84945866dc1e8788","1D input; Anomaly detection; bearings; Deep Learning; Fault classification; Latent space; NN; notion; RPlan: A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T49ATRLX","journalArticle","2019","Munir, Mohsin; Siddiqui, Shoaib Ahmed; Chattha, Muhammad Ali; Dengel, Andreas; Ahmed, Sheraz","FuseAD: Unsupervised Anomaly Detection in Streaming Sensors Data by Fusing Statistical and Deep Learning Models","Sensors","","1424-8220","10.3390/s19112451","https://www.mdpi.com/1424-8220/19/11/2451","The need for robust unsupervised anomaly detection in streaming data is increasing rapidly in the current era of smart devices, where enormous data are gathered from numerous sensors. These sensors record the internal state of a machine, the external environment, and the interaction of machines with other machines and humans. It is of prime importance to leverage this information in order to minimize downtime of machines, or even avoid downtime completely by constant monitoring. Since each device generates a different type of streaming data, it is normally the case that a speciﬁc kind of anomaly detection technique performs better than the others depending on the data type. For some types of data and use-cases, statistical anomaly detection techniques work better, whereas for others, deep learning-based techniques are preferred. In this paper, we present a novel anomaly detection technique, FuseAD, which takes advantage of both statistical and deep-learning-based approaches by fusing them together in a residual fashion. The obtained results show an increase in area under the curve (AUC) as compared to state-of-the-art anomaly detection methods when FuseAD is tested on a publicly available dataset (Yahoo Webscope benchmark). The obtained results advocate that this fusion-based technique can obtain the best of both worlds by combining their strengths and complementing their weaknesses. We also perform an ablation study to quantify the contribution of the individual components in FuseAD, i.e., the statistical ARIMA model as well as the deep-learning-based convolutional neural network (CNN) model.","2019-05-29","2024-04-25 15:52:00","2025-05-30 14:38:40","2024-04-25 15:52:00","2451","","11","19","","Sensors","FuseAD","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Good paper on how to integrate statistical classical model (ARIMA) with DL model (CNN) for anomaly detection. Good reference for that. However not for industrial data as uses yahoo login user data and some datasets from NAB. Still, good explanation and results comparison</p> </div>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/6AMYRC2Y/Munir et al. - 2019 - FuseAD Unsupervised Anomaly Detection in Streamin.pdf; ","notion://www.notion.so/Munir-et-al-2019-83bf23b202174b94af2d37bb714df589","1D input; Classified; CNN; Deep Learning; Good task theory (DL); notion; Potential reference; Read; RPlan: B; Statistics - Machine Learning; To read for paper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YNLT78KD","journalArticle","2021","Saeed, Umer; Lee, Young-Doo; Jan, Sana Ullah; Koo, Insoo","CAFD: Context-Aware Fault Diagnostic Scheme towards Sensor Faults Utilizing Machine Learning","Sensors","","1424-8220","10.3390/s21020617","https://www.mdpi.com/1424-8220/21/2/617","Sensors’ existence as a key component of Cyber-Physical Systems makes it susceptible to failures due to complex environments, low-quality production, and aging. When defective, sensors either stop communicating or convey incorrect information. These unsteady situations threaten the safety, economy, and reliability of a system. The objective of this study is to construct a lightweight machine learning-based fault detection and diagnostic system within the limited energy resources, memory, and computation of a Wireless Sensor Network (WSN). In this paper, a ContextAware Fault Diagnostic (CAFD) scheme is proposed based on an ensemble learning algorithm called Extra-Trees. To evaluate the performance of the proposed scheme, a realistic WSN scenario composed of humidity and temperature sensor observations is replicated with extreme low-intensity faults. Six commonly occurring types of sensor fault are considered: drift, hard-over/bias, spike, erratic/precision degradation, stuck, and data-loss. The proposed CAFD scheme reveals the ability to accurately detect and diagnose low-intensity sensor faults in a timely manner. Moreover, the efﬁciency of the Extra-Trees algorithm in terms of diagnostic accuracy, F1-score, ROC-AUC, and training time is demonstrated by comparison with cutting-edge machine learning algorithms: a Support Vector Machine and a Neural Network.","2021-01-17","2024-06-28 16:33:30","2025-05-30 14:27:52","2024-06-28 16:33:30","617","","2","21","","Sensors","CAFD","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","<div data-schema-version=""8""><p>Performs anomaly detection and classification with context by using Extra-Trees (similar to Random Forest) trained models. It trains one model to detect context (type of fault) and another to classify shape of the fault (spike, collective, drift…) together with the previous model output (type of fault classification). It uses the context classification + the signal output to classify the type of fault. Used over Wireless Sensor Networks (WSN). Good fusion of the models but not sure of the output of the approach.</p> </div>","; /Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/EK4XGLHZ/Saeed et al. - 2021 - CAFD Context-Aware Fault Diagnostic Scheme toward.pdf","notion://www.notion.so/Saeed-et-al-2021-8f544fd88b724c29acee5c8d1ad1106b","Computer Science - Machine Learning; Anomaly detection; Fault classification; notion; Adds context info; 1D input; Classified; Read; NN; SVM; RPlan: A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FN9W9T6","journalArticle","2023","Li, Qi; Chen, Liang; Kong, Lin; Wang, Dong; Xia, Min; Shen, Changqing","Cross-domain augmentation diagnosis: An adversarial domain-augmented generalization method for fault diagnosis under unseen working conditions","Reliability Engineering & System Safety","","09518320","10.1016/j.ress.2023.109171","https://linkinghub.elsevier.com/retrieve/pii/S0951832023000868","Intelligent fault diagnosis based on domain adaptation has recently been extensively researched to promote reliability of safety-critical assets under different working conditions. However, target data may be inaccessible in the model training phase, resulting in the degradation or failure of the diagnosis model. Therefore, this paper introduces a new idea called cross-domain augmentation (CDA) to achieve diagnosis under unseen working conditions, which are frequently occurred in industrial scenarios. To realize this idea, an adversarial domainaugmented generalization (ADAG) method is proposed with domain augmentation via convex combination of data and feature-label pairs. Through adversarial training on multi-source domains and the augmented domain, ADAG enables learning generalized and augmented features, which are proximal representation in the unseen domain, facilitating the generalization ability of the model. Moreover, feature extractor and domain classifier are optimized as adversaries in model training to obtain domain-invariant features, while the fault classifier is trained to identify the features. Extensive experiment studies indicate that ADAG can successfully solve the crossdomain diagnosis problem under unseen working conditions. For SDUST case study, ADAG promotes the model accuracy by 1.44%; while for a more challenging Ottawa case study, it promotes the model accuracy by 5.34%. Moreover, the domain discrepancy is reduced by 4.6%.","2023-06","2024-06-28 16:45:36","2025-05-30 14:11:32","2024-06-28 16:45:36","109171","","","234","","Reliability Engineering & System Safety","Cross-domain augmentation diagnosis","","","","","","","en","","","","","DOI.org (Crossref)","","","<p style=""margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica; color: #1f1f1f; -webkit-text-stroke: #1f1f1f; background-color: #ffffff;""><span style=""font-family: 'Helvetica'; font-weight: normal; font-style: normal; font-size: 12.00px; font-kerning: none;"">Uses GAN-like approach to augment fault data for better fault diagnosis on unseen working conditions to avoid giving false positives on fault diagnosis due to only being in different unseen conditions</span></p>","/Users/Adri/Library/CloudStorage/GoogleDrive-adria.molero@upc.edu/Mi unidad/Zotero/storage/GGBPP9EA/Li et al. - 2023 - Cross-domain augmentation diagnosis An adversaria.pdf; ","notion://www.notion.so/Li-et-al-2023-4ace4c831cbe4966b82653dfc5fcef0d","1D input; Classified; Data handling techniques; Deep Learning; Fault classification; GAN; Latent space; notion; Processed data; Read; RPlan: A; t-SNE visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
